id,numero_de_trajet,debut_trajet,fin_trajet,vitesse_moyenne,duree_trajet_min
16,13,2018-01-12T05:16:00.000Z,2018-01-12T05:37:00.000Z,0.047187988943712095,22.0
16,14,2018-01-12T22:47:00.000Z,2018-01-12T23:34:00.000Z,0.04249999999999999,48.0
16,15,2018-01-14T04:29:00.000Z,2018-01-14T05:01:00.000Z,0.04249999999999999,33.0
16,16,2018-01-14T17:49:00.000Z,2018-01-14T18:21:00.000Z,0.04249999999999999,33.0
16,17,2018-01-15T04:29:00.000Z,2018-01-15T05:01:00.000Z,0.04249999999999999,33.0
16,18,2018-01-15T17:49:00.000Z,2018-01-15T18:21:00.000Z,0.04249999999999999,33.0
16,19,2018-01-17T04:29:00.000Z,2018-01-17T05:01:00.000Z,0.04249999999999999,33.0
16,20,2018-01-17T17:49:00.000Z,2018-01-17T18:20:00.000Z,0.044491414256136945,32.0
16,21,2018-01-19T06:03:00.000Z,2018-01-19T06:35:00.000Z,0.04365270970484128,33.0
16,22,2018-01-19T17:49:00.000Z,2018-01-19T18:21:00.000Z,0.04249999999999999,33.0
16,23,2018-01-21T04:29:00.000Z,2018-01-21T05:03:00.000Z,0.04016216432978601,35.0
16,24,2018-01-21T17:49:00.000Z,2018-01-21T18:18:00.000Z,0.047163730957675565,30.0
16,25,2018-01-22T06:50:00.000Z,2018-01-22T08:30:00.000Z,0.04250000000000001,101.0
16,26,2018-01-22T17:49:00.000Z,2018-01-22T18:21:00.000Z,0.04249999999999999,33.0
16,27,2018-01-24T04:29:00.000Z,2018-01-24T05:20:00.000Z,0.047187988943712074,52.0
16,28,2018-01-24T17:49:00.000Z,2018-01-24T18:21:00.000Z,0.04249999999999999,33.0
16,29,2018-01-26T06:03:00.000Z,2018-01-26T06:35:00.000Z,0.04249999999999999,33.0
16,30,2018-01-26T17:49:00.000Z,2018-01-26T18:21:00.000Z,0.04349338306775336,33.0
16,31,2018-01-28T04:29:00.000Z,2018-01-28T05:01:00.000Z,0.04249999999999999,33.0
16,32,2018-01-28T17:49:00.000Z,2018-01-28T18:21:00.000Z,0.04249999999999999,33.0
16,33,2018-01-29T04:29:00.000Z,2018-01-29T05:01:00.000Z,0.04249999999999999,33.0
16,34,2018-01-29T17:49:00.000Z,2018-01-29T18:49:00.000Z,0.022499999999999982,61.0
16,35,2018-01-31T04:29:00.000Z,2018-01-31T05:01:00.000Z,0.04249999999999999,33.0
16,36,2018-01-31T17:49:00.000Z,2018-01-31T19:09:00.000Z,0.04249999999999999,81.0
17,1,2018-01-06T08:33:00.000Z,2018-01-06T08:42:00.000Z,1.1934699859970892,10.0
17,2,2018-01-06T15:28:00.000Z,2018-01-06T15:30:00.000Z,2.25433219577228,3.0
17,3,2018-01-07T08:33:00.000Z,2018-01-07T08:35:00.000Z,2.25433219577228,3.0
17,4,2018-01-07T15:28:00.000Z,2018-01-07T15:30:00.000Z,2.25433219577228,3.0
17,5,2018-01-13T08:33:00.000Z,2018-01-13T08:35:00.000Z,2.25433219577228,3.0
17,6,2018-01-13T15:28:00.000Z,2018-01-13T15:30:00.000Z,2.25433219577228,3.0
17,7,2018-01-14T08:33:00.000Z,2018-01-14T08:35:00.000Z,2.25433219577228,3.0
17,8,2018-01-14T15:28:00.000Z,2018-01-14T15:30:00.000Z,2.25433219577228,3.0
17,9,2018-01-20T08:33:00.000Z,2018-01-20T08:35:00.000Z,2.25433219577228,3.0
17,10,2018-01-20T15:28:00.000Z,2018-01-20T15:30:00.000Z,2.25433219577228,3.0
17,11,2018-01-21T08:33:00.000Z,2018-01-21T08:35:00.000Z,2.25433219577228,3.0
17,12,2018-01-21T15:28:00.000Z,2018-01-21T15:30:00.000Z,2.25433219577228,3.0
17,13,2018-01-27T08:33:00.000Z,2018-01-27T08:35:00.000Z,2.25433219577228,3.0
17,14,2018-01-27T15:28:00.000Z,2018-01-27T15:30:00.000Z,2.25433219577228,3.0
17,15,2018-01-28T08:33:00.000Z,2018-01-28T08:35:00.000Z,2.25433219577228,3.0
17,16,2018-01-28T15:34:00.000Z,2018-01-28T15:35:00.000Z,2.5475463728749106,2.0
18,1,2018-01-06T02:28:00.000Z,2018-01-06T03:14:00.000Z,0.04249999999999999,47.0
18,2,2018-01-06T16:10:00.000Z,2018-01-06T16:56:00.000Z,0.04249999999999999,47.0
18,3,2018-01-07T02:28:00.000Z,2018-01-07T03:14:00.000Z,0.04249999999999999,47.0
18,4,2018-01-07T16:10:00.000Z,2018-01-07T16:56:00.000Z,0.04249999999999999,47.0
18,5,2018-01-13T02:28:00.000Z,2018-01-13T03:14:00.000Z,0.04249999999999999,47.0
18,6,2018-01-13T16:10:00.000Z,2018-01-13T17:20:00.000Z,0.04249999999999999,71.0
18,7,2018-01-14T02:28:00.000Z,2018-01-14T03:09:00.000Z,0.048027846583672096,42.0
18,8,2018-01-14T16:10:00.000Z,2018-01-14T16:56:00.000Z,0.04249999999999999,47.0
18,9,2018-01-20T02:28:00.000Z,2018-01-20T03:14:00.000Z,0.04249999999999999,47.0
18,10,2018-01-20T16:10:00.000Z,2018-01-20T16:56:00.000Z,0.04249999999999999,47.0
18,11,2018-01-21T02:28:00.000Z,2018-01-21T03:14:00.000Z,0.04249999999999999,47.0
18,12,2018-01-21T16:10:00.000Z,2018-01-21T16:56:00.000Z,0.04249999999999999,47.0
18,13,2018-01-27T07:26:00.000Z,2018-01-27T07:49:00.000Z,0.04249999999999999,24.0
18,14,2018-01-27T16:10:00.000Z,2018-01-27T16:56:00.000Z,0.04249999999999999,47.0
18,15,2018-01-28T02:28:00.000Z,2018-01-28T03:14:00.000Z,0.04249999999999999,47.0
18,16,2018-01-28T16:10:00.000Z,2018-01-28T16:50:00.000Z,0.04906202010714146,41.0
19,1,2018-01-01T08:12:00.000Z,2018-01-01T08:13:00.000Z,2.2154048706390164,2.0
19,2,2018-01-01T18:33:00.000Z,2018-01-01T18:36:00.000Z,2.2154048706390164,4.0
19,3,2018-01-02T08:12:00.000Z,2018-01-02T08:13:00.000Z,2.2154048706390164,2.0
19,4,2018-01-02T18:33:00.000Z,2018-01-02T18:34:00.000Z,2.2154048706390164,2.0
19,5,2018-01-03T08:12:00.000Z,2018-01-03T08:13:00.000Z,2.2154048706390164,2.0
19,6,2018-01-03T18:33:00.000Z,2018-01-03T18:34:00.000Z,2.2671871220910433,2.0
19,7,2018-01-04T08:12:00.000Z,2018-01-04T08:13:00.000Z,2.2154048706390164,2.0
19,8,2018-01-04T18:36:00.000Z,2018-01-04T18:38:00.000Z,2.2154048706390164,3.0
19,9,2018-01-05T08:12:00.000Z,2018-01-05T08:13:00.000Z,2.2154048706390164,2.0
19,10,2018-01-05T18:33:00.000Z,2018-01-05T18:34:00.000Z,2.2728816637854643,2.0
19,11,2018-01-08T08:12:00.000Z,2018-01-08T08:13:00.000Z,2.373788780957463,2.0
19,12,2018-01-08T18:33:00.000Z,2018-01-08T18:34:00.000Z,2.2154048706390164,2.0
19,13,2018-01-09T08:12:00.000Z,2018-01-09T08:13:00.000Z,2.2154048706390164,2.0
19,14,2018-01-09T18:33:00.000Z,2018-01-09T18:36:00.000Z,2.2154048706390164,4.0
19,15,2018-01-10T08:12:00.000Z,2018-01-10T08:15:00.000Z,2.2154048706390164,4.0
19,16,2018-01-10T18:33:00.000Z,2018-01-10T18:36:00.000Z,2.2154048706390164,4.0
19,17,2018-01-11T08:12:00.000Z,2018-01-11T08:13:00.000Z,2.2154048706390164,2.0
19,18,2018-01-11T18:33:00.000Z,2018-01-11T18:38:00.000Z,2.1815013621430075,6.0
19,19,2018-01-12T08:12:00.000Z,2018-01-12T08:13:00.000Z,2.373788780957463,2.0
19,20,2018-01-12T18:33:00.000Z,2018-01-12T18:34:00.000Z,2.2154048706390164,2.0
19,21,2018-01-15T08:12:00.000Z,2018-01-15T08:13:00.000Z,2.2154048706390164,2.0
19,22,2018-01-15T18:33:00.000Z,2018-01-15T18:34:00.000Z,2.2154048706390164,2.0
19,23,2018-01-16T08:12:00.000Z,2018-01-16T08:13:00.000Z,2.2154048706390164,2.0
19,24,2018-01-16T18:33:00.000Z,2018-01-16T18:34:00.000Z,2.2154048706390164,2.0
19,25,2018-01-17T08:15:00.000Z,2018-01-17T08:16:00.000Z,2.2661783379905334,2.0
19,26,2018-01-17T18:33:00.000Z,2018-01-17T18:38:00.000Z,2.2154048706390164,6.0
19,27,2018-01-18T08:12:00.000Z,2018-01-18T08:13:00.000Z,2.3007111246838186,2.0
19,28,2018-01-18T18:33:00.000Z,2018-01-18T18:34:00.000Z,2.2154048706390164,2.0
19,29,2018-01-19T08:12:00.000Z,2018-01-19T08:13:00.000Z,2.1082108603821337,2.0
19,30,2018-01-19T18:33:00.000Z,2018-01-19T18:34:00.000Z,2.2154048706390164,2.0
19,31,2018-01-22T08:12:00.000Z,2018-01-22T08:13:00.000Z,2.2154048706390164,2.0
19,32,2018-01-22T18:33:00.000Z,2018-01-22T18:34:00.000Z,2.2154048706390164,2.0
19,33,2018-01-23T08:12:00.000Z,2018-01-23T08:15:00.000Z,1.0425434685360078,4.0
19,34,2018-01-23T18:33:00.000Z,2018-01-23T18:34:00.000Z,2.5035558881828375,2.0
19,35,2018-01-24T08:12:00.000Z,2018-01-24T08:13:00.000Z,2.2154048706390164,2.0
19,36,2018-01-24T18:33:00.000Z,2018-01-24T18:34:00.000Z,2.2154048706390164,2.0
19,37,2018-01-25T08:12:00.000Z,2018-01-25T08:13:00.000Z,2.2154048706390164,2.0
19,38,2018-01-25T18:36:00.000Z,2018-01-25T18:38:00.000Z,2.2154048706390164,3.0
19,39,2018-01-26T08:12:00.000Z,2018-01-26T08:13:00.000Z,2.2154048706390164,2.0
19,40,2018-01-26T18:33:00.000Z,2018-01-26T18:34:00.000Z,2.322851918061353,2.0
19,41,2018-01-29T08:12:00.000Z,2018-01-29T08:13:00.000Z,2.2671871220910433,2.0
19,42,2018-01-29T18:36:00.000Z,2018-01-29T18:38:00.000Z,2.2154048706390164,3.0
19,43,2018-01-30T08:12:00.000Z,2018-01-30T08:13:00.000Z,2.2154048706390164,2.0
19,44,2018-01-30T18:33:00.000Z,2018-01-30T18:35:00.000Z,1.902058568939963,3.0
19,45,2018-01-31T08:12:00.000Z,2018-01-31T08:13:00.000Z,2.2154048706390164,2.0
19,46,2018-01-31T18:33:00.000Z,2018-01-31T18:34:00.000Z,2.2154048706390164,2.0
2,1,2018-01-01T12:33:00.000Z,2018-01-01T12:36:00.000Z,5.313536596841792,4.0
2,2,2018-01-01T19:59:00.000Z,2018-01-01T20:00:00.000Z,5.313536596841792,2.0
2,3,2018-01-02T12:33:00.000Z,2018-01-02T12:34:00.000Z,5.313536596841792,2.0
2,4,2018-01-02T19:59:00.000Z,2018-01-02T20:00:00.000Z,5.313536596841792,2.0
2,5,2018-01-03T12:33:00.000Z,2018-01-03T12:34:00.000Z,5.313536596841792,2.0
2,6,2018-01-03T19:59:00.000Z,2018-01-03T20:00:00.000Z,5.313536596841792,2.0
2,7,2018-01-04T12:33:00.000Z,2018-01-04T12:34:00.000Z,5.313536596841792,2.0
2,8,2018-01-04T19:59:00.000Z,2018-01-04T20:00:00.000Z,5.313536596841792,2.0
2,9,2018-01-05T12:33:00.000Z,2018-01-05T12:34:00.000Z,5.313536596841792,2.0
2,10,2018-01-05T19:59:00.000Z,2018-01-05T20:00:00.000Z,5.313536596841792,2.0
2,11,2018-01-08T12:33:00.000Z,2018-01-08T12:34:00.000Z,5.313536596841792,2.0
2,12,2018-01-08T19:59:00.000Z,2018-01-08T20:00:00.000Z,5.313536596841792,2.0
2,13,2018-01-09T12:33:00.000Z,2018-01-09T12:34:00.000Z,5.313536596841792,2.0
2,14,2018-01-09T19:59:00.000Z,2018-01-09T20:00:00.000Z,5.313536596841792,2.0
2,15,2018-01-10T12:33:00.000Z,2018-01-10T12:34:00.000Z,5.313536596841792,2.0
2,16,2018-01-10T19:59:00.000Z,2018-01-10T20:00:00.000Z,5.313536596841792,2.0
2,17,2018-01-11T12:33:00.000Z,2018-01-11T12:36:00.000Z,5.313536596841792,4.0
2,18,2018-01-11T20:01:00.000Z,2018-01-11T20:02:00.000Z,5.709811493567224,2.0
2,19,2018-01-12T12:33:00.000Z,2018-01-12T12:34:00.000Z,5.313536596841792,2.0
2,20,2018-01-12T19:59:00.000Z,2018-01-12T20:00:00.000Z,5.308602556807094,2.0
2,21,2018-01-15T12:33:00.000Z,2018-01-15T12:36:00.000Z,5.313536596841792,4.0
2,22,2018-01-15T20:03:00.000Z,2018-01-15T20:04:00.000Z,5.698476537089284,2.0
2,23,2018-01-16T12:33:00.000Z,2018-01-16T12:36:00.000Z,5.313536596841792,4.0
2,24,2018-01-16T20:01:00.000Z,2018-01-16T20:02:00.000Z,5.896616717346101,2.0
2,25,2018-01-17T12:33:00.000Z,2018-01-17T12:34:00.000Z,5.313536596841792,2.0
2,26,2018-01-17T20:01:00.000Z,2018-01-17T20:02:00.000Z,5.313536596841792,2.0
2,27,2018-01-18T12:33:00.000Z,2018-01-18T12:38:00.000Z,5.313536596841792,6.0
2,28,2018-01-19T12:33:00.000Z,2018-01-19T12:36:00.000Z,5.313536596841792,4.0
2,29,2018-01-19T20:01:00.000Z,2018-01-19T20:02:00.000Z,5.313536596841792,2.0
2,30,2018-01-22T12:33:00.000Z,2018-01-22T12:36:00.000Z,5.313536596841792,4.0
2,31,2018-01-23T12:33:00.000Z,2018-01-23T12:38:00.000Z,5.313536596841792,6.0
2,32,2018-01-23T20:01:00.000Z,2018-01-23T20:02:00.000Z,5.313536596841792,2.0
2,33,2018-01-24T12:33:00.000Z,2018-01-24T12:36:00.000Z,6.004652246819875,4.0
2,34,2018-01-24T20:01:00.000Z,2018-01-24T20:02:00.000Z,4.728784273696336,2.0
2,35,2018-01-25T12:33:00.000Z,2018-01-25T12:38:00.000Z,5.313536596841792,6.0
2,36,2018-01-25T20:03:00.000Z,2018-01-25T20:04:00.000Z,5.313536596841792,2.0
2,37,2018-01-26T12:33:00.000Z,2018-01-26T12:38:00.000Z,5.313536596841792,6.0
2,38,2018-01-29T12:33:00.000Z,2018-01-29T12:38:00.000Z,5.313536596841792,6.0
2,39,2018-01-29T20:01:00.000Z,2018-01-29T20:02:00.000Z,5.313536596841792,2.0
2,40,2018-01-30T12:33:00.000Z,2018-01-30T12:36:00.000Z,5.313536596841792,4.0
2,41,2018-01-30T20:03:00.000Z,2018-01-30T20:04:00.000Z,5.899649557265412,2.0
2,42,2018-01-31T12:33:00.000Z,2018-01-31T12:38:00.000Z,5.313536596841792,6.0
2,43,2018-01-31T20:01:00.000Z,2018-01-31T20:02:00.000Z,5.313536596841792,2.0
20,1,2018-01-01T06:19:00.000Z,2018-01-01T06:28:00.000Z,0.18606646105579802,10.0
20,2,2018-01-01T15:21:00.000Z,2018-01-01T15:30:00.000Z,0.18606646105579802,10.0
20,3,2018-01-02T06:19:00.000Z,2018-01-02T06:28:00.000Z,0.1856790676126259,10.0
20,4,2018-01-02T15:21:00.000Z,2018-01-02T15:30:00.000Z,0.18606646105579802,10.0
20,5,2018-01-03T06:19:00.000Z,2018-01-03T06:27:00.000Z,0.1993687400530595,9.0
20,6,2018-01-03T15:21:00.000Z,2018-01-03T15:30:00.000Z,0.18681673295377227,10.0
20,7,2018-01-04T06:19:00.000Z,2018-01-04T06:28:00.000Z,0.18606646105579802,10.0
20,8,2018-01-04T15:21:00.000Z,2018-01-04T15:30:00.000Z,0.18606646105579802,10.0
20,9,2018-01-05T06:19:00.000Z,2018-01-05T06:28:00.000Z,0.18681673295377227,10.0
20,10,2018-01-05T15:21:00.000Z,2018-01-05T15:30:00.000Z,0.18606646105579802,10.0
20,11,2018-01-08T06:19:00.000Z,2018-01-08T06:28:00.000Z,0.18606646105579802,10.0
20,12,2018-01-08T15:21:00.000Z,2018-01-08T15:30:00.000Z,0.18606646105579802,10.0
20,13,2018-01-09T06:19:00.000Z,2018-01-09T06:28:00.000Z,0.18606646105579802,10.0
20,14,2018-01-09T15:21:00.000Z,2018-01-09T15:30:00.000Z,0.18606646105579802,10.0
20,15,2018-01-10T06:19:00.000Z,2018-01-10T06:28:00.000Z,0.18606646105579802,10.0
20,16,2018-01-10T15:21:00.000Z,2018-01-10T15:30:00.000Z,0.18606646105579802,10.0
20,17,2018-01-11T06:19:00.000Z,2018-01-11T06:34:00.000Z,0.09850577350012839,16.0
20,18,2018-01-11T15:21:00.000Z,2018-01-11T15:30:00.000Z,0.18606646105579802,10.0
20,19,2018-01-12T06:19:00.000Z,2018-01-12T06:35:00.000Z,0.18606646105579797,17.0
20,20,2018-01-12T15:34:00.000Z,2018-01-12T15:40:00.000Z,0.20568925362388837,7.0
20,21,2018-01-15T06:19:00.000Z,2018-01-15T06:35:00.000Z,0.18606646105579797,17.0
20,22,2018-01-15T15:34:00.000Z,2018-01-15T15:40:00.000Z,0.18606646105579802,7.0
20,23,2018-01-16T06:19:00.000Z,2018-01-16T06:35:00.000Z,0.18606646105579797,17.0
20,24,2018-01-16T15:34:00.000Z,2018-01-16T15:40:00.000Z,0.18606646105579802,7.0
20,25,2018-01-17T06:19:00.000Z,2018-01-17T06:35:00.000Z,0.18606646105579797,17.0
20,26,2018-01-17T15:34:00.000Z,2018-01-17T15:40:00.000Z,0.18606646105579802,7.0
20,27,2018-01-18T06:19:00.000Z,2018-01-18T06:35:00.000Z,0.18606646105579797,17.0
20,28,2018-01-18T15:34:00.000Z,2018-01-18T15:40:00.000Z,0.18606646105579802,7.0
20,29,2018-01-19T06:19:00.000Z,2018-01-19T06:35:00.000Z,0.18606646105579797,17.0
20,30,2018-01-19T15:34:00.000Z,2018-01-19T15:40:00.000Z,0.18606646105579802,7.0
20,31,2018-01-22T06:19:00.000Z,2018-01-22T06:35:00.000Z,0.18606646105579797,17.0
20,32,2018-01-22T15:34:00.000Z,2018-01-22T15:40:00.000Z,0.18606646105579802,7.0
20,33,2018-01-23T06:19:00.000Z,2018-01-23T06:35:00.000Z,0.18606646105579797,17.0
20,34,2018-01-23T15:34:00.000Z,2018-01-23T15:40:00.000Z,0.18606646105579802,7.0
20,35,2018-01-24T06:19:00.000Z,2018-01-24T06:35:00.000Z,0.18606646105579797,17.0
20,36,2018-01-24T15:34:00.000Z,2018-01-24T15:40:00.000Z,0.2098747009914413,7.0
20,37,2018-01-25T06:19:00.000Z,2018-01-25T06:34:00.000Z,0.20987470099144134,16.0
20,38,2018-01-25T15:34:00.000Z,2018-01-25T16:11:00.000Z,0.18606646105579808,38.0
20,39,2018-01-26T06:19:00.000Z,2018-01-26T06:35:00.000Z,0.18606646105579797,17.0
20,40,2018-01-26T15:34:00.000Z,2018-01-26T15:40:00.000Z,0.18606646105579802,7.0
20,41,2018-01-29T06:19:00.000Z,2018-01-29T06:35:00.000Z,0.18606646105579797,17.0
20,42,2018-01-29T15:34:00.000Z,2018-01-29T15:40:00.000Z,0.18606646105579802,7.0
20,43,2018-01-30T06:19:00.000Z,2018-01-30T06:35:00.000Z,0.18606646105579797,17.0
20,44,2018-01-30T15:34:00.000Z,2018-01-30T15:40:00.000Z,0.1938113422456602,7.0
20,45,2018-01-31T06:32:00.000Z,2018-01-31T07:07:00.000Z,0.09850577350012833,36.0
20,46,2018-01-31T15:34:00.000Z,2018-01-31T15:40:00.000Z,0.18606646105579802,7.0
21,1,2018-01-01T08:51:00.000Z,2018-01-01T08:54:00.000Z,0.6674314793738403,4.0
21,2,2018-01-01T14:40:00.000Z,2018-01-01T14:43:00.000Z,0.6674314793738403,4.0
21,3,2018-01-02T08:56:00.000Z,2018-01-02T08:58:00.000Z,0.6674314793738403,3.0
21,4,2018-01-02T14:40:00.000Z,2018-01-02T14:46:00.000Z,0.6674314793738402,7.0
21,5,2018-01-03T08:51:00.000Z,2018-01-03T08:54:00.000Z,0.6674314793738403,4.0
21,6,2018-01-03T14:40:00.000Z,2018-01-03T14:43:00.000Z,0.6674314793738403,4.0
21,7,2018-01-04T08:51:00.000Z,2018-01-04T08:54:00.000Z,0.6674314793738403,4.0
21,8,2018-01-04T14:40:00.000Z,2018-01-04T14:43:00.000Z,0.6674314793738403,4.0
21,9,2018-01-05T08:51:00.000Z,2018-01-05T08:57:00.000Z,0.6674314793738402,7.0
21,10,2018-01-05T14:40:00.000Z,2018-01-05T14:43:00.000Z,0.6674314793738403,4.0
21,11,2018-01-08T08:51:00.000Z,2018-01-08T08:54:00.000Z,0.6674314793738403,4.0
21,12,2018-01-08T14:40:00.000Z,2018-01-08T14:43:00.000Z,0.6674314793738403,4.0
21,13,2018-01-09T08:51:00.000Z,2018-01-09T08:54:00.000Z,0.6674314793738403,4.0
21,14,2018-01-09T14:45:00.000Z,2018-01-09T14:49:00.000Z,0.6998018793697364,5.0
21,15,2018-01-10T08:51:00.000Z,2018-01-10T08:54:00.000Z,0.6998018793697364,4.0
21,16,2018-01-10T14:40:00.000Z,2018-01-10T14:43:00.000Z,0.6998018793697364,4.0
21,17,2018-01-11T08:56:00.000Z,2018-01-11T08:58:00.000Z,0.6674314793738403,3.0
21,18,2018-01-11T14:40:00.000Z,2018-01-11T14:43:00.000Z,0.6674314793738403,4.0
21,19,2018-01-12T08:56:00.000Z,2018-01-12T08:58:00.000Z,0.6674314793738403,3.0
21,20,2018-01-12T14:40:00.000Z,2018-01-12T14:46:00.000Z,0.7320964419014011,7.0
21,21,2018-01-15T08:51:00.000Z,2018-01-15T08:54:00.000Z,0.6674314793738403,4.0
21,22,2018-01-15T14:40:00.000Z,2018-01-15T14:43:00.000Z,0.6674314793738403,4.0
21,23,2018-01-16T08:51:00.000Z,2018-01-16T08:54:00.000Z,0.6674314793738403,4.0
21,24,2018-01-16T14:40:00.000Z,2018-01-16T14:43:00.000Z,0.7410529239853687,4.0
21,25,2018-01-17T08:56:00.000Z,2018-01-17T08:58:00.000Z,0.6674314793738403,3.0
21,26,2018-01-17T14:40:00.000Z,2018-01-17T14:46:00.000Z,0.6674314793738402,7.0
21,27,2018-01-18T08:56:00.000Z,2018-01-18T09:01:00.000Z,0.6674314793738403,6.0
21,28,2018-01-18T14:40:00.000Z,2018-01-18T14:43:00.000Z,0.6674314793738403,4.0
21,29,2018-01-19T08:51:00.000Z,2018-01-19T08:54:00.000Z,0.7637696741178219,4.0
21,30,2018-01-19T14:40:00.000Z,2018-01-19T14:43:00.000Z,0.7291055435234727,4.0
21,31,2018-01-22T08:56:00.000Z,2018-01-22T08:58:00.000Z,0.6674314793738403,3.0
21,32,2018-01-22T14:45:00.000Z,2018-01-22T14:52:00.000Z,0.6674314793738403,8.0
21,33,2018-01-23T08:56:00.000Z,2018-01-23T08:58:00.000Z,0.6674314793738403,3.0
21,34,2018-01-23T14:40:00.000Z,2018-01-23T14:43:00.000Z,0.6674314793738403,4.0
21,35,2018-01-24T08:51:00.000Z,2018-01-24T08:54:00.000Z,0.6674314793738403,4.0
21,36,2018-01-24T14:40:00.000Z,2018-01-24T14:45:00.000Z,0.3926067525728472,6.0
21,37,2018-01-25T08:51:00.000Z,2018-01-25T08:54:00.000Z,0.6674314793738403,4.0
21,38,2018-01-25T14:40:00.000Z,2018-01-25T14:45:00.000Z,0.3533460773155625,6.0
21,39,2018-01-26T08:51:00.000Z,2018-01-26T08:54:00.000Z,0.6674314793738403,4.0
21,40,2018-01-26T14:40:00.000Z,2018-01-26T14:43:00.000Z,0.6830318353855004,4.0
21,41,2018-01-29T08:51:00.000Z,2018-01-29T08:54:00.000Z,0.6674314793738403,4.0
21,42,2018-01-29T14:40:00.000Z,2018-01-29T14:43:00.000Z,0.6674314793738403,4.0
21,43,2018-01-30T08:51:00.000Z,2018-01-30T08:54:00.000Z,0.6674314793738403,4.0
21,44,2018-01-30T14:40:00.000Z,2018-01-30T14:46:00.000Z,0.6674314793738402,7.0
21,45,2018-01-31T08:51:00.000Z,2018-01-31T08:57:00.000Z,0.6674314793738402,7.0
21,46,2018-01-31T14:40:00.000Z,2018-01-31T14:43:00.000Z,0.6674314793738403,4.0
22,1,2018-01-01T05:42:00.000Z,2018-01-01T05:43:00.000Z,1.2603719500771766,2.0
22,2,2018-01-01T14:13:00.000Z,2018-01-01T14:14:00.000Z,1.2603719500771766,2.0
22,3,2018-01-02T05:42:00.000Z,2018-01-02T05:45:00.000Z,1.2603719500771766,4.0
22,4,2018-01-02T14:17:00.000Z,2018-01-02T14:17:00.000Z,1.2603719500771766,1.0
22,5,2018-01-03T05:42:00.000Z,2018-01-03T05:43:00.000Z,1.2603719500771766,2.0
22,6,2018-01-03T14:13:00.000Z,2018-01-03T14:16:00.000Z,1.2603719500771766,4.0
22,7,2018-01-04T05:42:00.000Z,2018-01-04T05:43:00.000Z,1.2603719500771766,2.0
22,8,2018-01-04T14:13:00.000Z,2018-01-04T14:14:00.000Z,1.2603719500771766,2.0
22,9,2018-01-05T05:42:00.000Z,2018-01-05T05:43:00.000Z,1.421643560368047,2.0
22,10,2018-01-05T14:13:00.000Z,2018-01-05T14:14:00.000Z,1.2603719500771766,2.0
22,11,2018-01-08T05:42:00.000Z,2018-01-08T05:43:00.000Z,1.2603719500771766,2.0
22,12,2018-01-08T14:13:00.000Z,2018-01-08T14:14:00.000Z,1.2603719500771766,2.0
22,13,2018-01-09T05:42:00.000Z,2018-01-09T05:49:00.000Z,0.5931162118010244,8.0
22,14,2018-01-09T14:13:00.000Z,2018-01-09T14:14:00.000Z,1.2603719500771766,2.0
22,15,2018-01-10T05:42:00.000Z,2018-01-10T05:43:00.000Z,1.2603719500771766,2.0
22,16,2018-01-10T14:13:00.000Z,2018-01-10T14:14:00.000Z,1.2603719500771766,2.0
22,17,2018-01-11T05:42:00.000Z,2018-01-11T05:43:00.000Z,1.2603719500771766,2.0
22,18,2018-01-11T14:13:00.000Z,2018-01-11T14:14:00.000Z,1.3993980622401563,2.0
22,19,2018-01-12T05:42:00.000Z,2018-01-12T05:43:00.000Z,1.2603719500771766,2.0
22,20,2018-01-12T14:13:00.000Z,2018-01-12T14:14:00.000Z,1.2603719500771766,2.0
22,21,2018-01-15T05:42:00.000Z,2018-01-15T05:43:00.000Z,1.2603719500771766,2.0
22,22,2018-01-15T14:13:00.000Z,2018-01-15T14:18:00.000Z,1.2603719500771768,6.0
22,23,2018-01-16T05:42:00.000Z,2018-01-16T05:43:00.000Z,1.2603719500771766,2.0
22,24,2018-01-16T14:13:00.000Z,2018-01-16T14:14:00.000Z,1.2603719500771766,2.0
22,25,2018-01-17T05:42:00.000Z,2018-01-17T05:43:00.000Z,1.2603719500771766,2.0
22,26,2018-01-17T14:13:00.000Z,2018-01-17T14:14:00.000Z,1.2603719500771766,2.0
22,27,2018-01-18T05:46:00.000Z,2018-01-18T05:49:00.000Z,1.2603719500771766,4.0
22,28,2018-01-18T14:13:00.000Z,2018-01-18T14:14:00.000Z,1.2603719500771766,2.0
22,29,2018-01-19T05:46:00.000Z,2018-01-19T05:49:00.000Z,1.2603719500771766,4.0
22,30,2018-01-19T14:13:00.000Z,2018-01-19T14:14:00.000Z,1.2603719500771766,2.0
22,31,2018-01-22T05:42:00.000Z,2018-01-22T05:43:00.000Z,1.2603719500771766,2.0
22,32,2018-01-22T14:13:00.000Z,2018-01-22T14:14:00.000Z,1.2603719500771766,2.0
22,33,2018-01-23T05:46:00.000Z,2018-01-23T05:51:00.000Z,1.1652371971016082,6.0
22,34,2018-01-23T14:13:00.000Z,2018-01-23T14:14:00.000Z,1.3986786720009612,2.0
22,35,2018-01-24T05:42:00.000Z,2018-01-24T05:43:00.000Z,1.2603719500771766,2.0
22,36,2018-01-24T14:17:00.000Z,2018-01-24T14:17:00.000Z,1.2603719500771766,1.0
22,37,2018-01-25T05:42:00.000Z,2018-01-25T05:43:00.000Z,1.2603719500771766,2.0
